code	name	total	0-9	9-19	19-29	29-39	39-49	49-59	59-69	69-79	80+
420440	Coronel Freitas	9940	1062	1038	1356	1548	1307	1460	1130	709	330
420445	Coronel Martins	2555	275	247	418	336	393	403	252	163	68
420455	Correia Pinto	12553	1783	1508	2076	1822	1761	1631	1091	630	251
420450	Corupá	16107	2221	2085	2555	2661	2297	1916	1274	700	398
420460	Criciúma	217311	27009	26699	34288	39406	28873	28266	20031	8951	3788
420470	Cunha Porã	11118	1166	1224	1656	1800	1369	1656	1217	682	348
420475	Cunhataí	1967	224	195	307	281	233	343	220	110	54
420480	Curitibanos	39893	5981	5301	6218	5744	5504	4842	3409	1970	924
420490	Descanso	8192	865	771	1136	1268	1034	1192	1060	586	280
420500	Dionísio Cerqueira	15545	2266	1834	2354	2249	1872	1896	1698	923	453
420510	Dona Emma	4186	626	544	643	628	570	509	355	210	101
420515	Doutor Pedrinho	4115	605	538	609	566	532	546	370	222	127
420517	Entre Rios	3218	507	444	596	476	397	363	221	130	84
420519	Ermo	2061	283	253	317	305	272	269	201	110	51
420520	Erval Velho	4418	525	463	612	600	575	619	532	333	159
420530	Faxinal dos Guedes	10649	1536	1396	1729	1654	1420	1300	927	496	191
420535	Flor do Sertão	1579	177	139	242	207	221	221	181	135	56
420540	Florianópolis	508826	54719	59893	73224	92902	76503	63329	49482	26281	12493
420543	Formosa do Sul	2495	273	252	395	338	316	391	260	175	95
420545	Forquilhinha	27211	3987	3747	4775	4758	3647	3197	1927	831	342
420550	Fraiburgo	36584	5740	5185	6026	5198	4933	4418	2938	1531	615
420555	Frei Rogério	1970	232	199	297	230	276	356	214	113	53
420560	Galvão	2791	335	282	401	385	369	432	341	165	81
420570	Garopaba	23579	2935	2639	3573	3632	3816	3152	2175	1091	566
420580	Garuva	18484	3125	2613	3186	2886	2358	2063	1352	643	258
420590	Gaspar	70793	9411	9644	12015	12120	9660	8695	5721	2462	1065
420600	Governador Celso Ramos	14606	1554	1600	2204	2224	2258	2160	1544	718	344
420610	Grão Pará	6595	834	753	1017	1071	871	942	631	330	146
420620	Gravatal	11577	1402	1245	1720	1784	1532	1667	1203	680	344
420630	Guabiruba	24382	3073	3252	4378	4369	3378	2938	1888	735	371
420640	Guaraciaba	10026	999	940	1431	1522	1301	1572	1225	677	359
420650	Guaramirim	45797	7034	6927	8341	8176	6255	4764	2639	1155	506
420660	Guarujá do Sul	5178	525	503	810	799	664	788	573	326	190
420665	Guatambú	4698	640	533	769	749	626	618	456	224	83
420670	Herval d'Oeste	22714	2829	2767	3479	3708	3114	3019	2140	1106	552
420675	Ibiam	1954	217	184	296	288	268	297	239	120	45
420680	Ibicaré	3178	328	325	394	434	433	483	417	246	118
420690	Ibirama	19096	2681	2501	2862	3197	2657	2315	1604	834	445
420700	Içara	57247	7784	7216	9358	10036	7594	7581	4757	2019	902
420710	Ilhota	14359	2173	1990	2420	2330	1869	1742	1076	502	257
420720	Imaruí	9948	1084	913	1277	1181	1407	1627	1262	793	404
420730	Imbituba	45286	5358	5019	6464	7089	6307	6373	4851	2618	1207
420740	Imbuia	6241	979	812	992	945	805	806	545	254	103
420750	Indaial	70900	9925	10146	11833	12341	9932	8093	5054	2424	1152
420757	Iomerê	2962	283	297	377	423	402	490	335	223	132
420760	Ipira	4406	476	437	559	599	550	658	592	343	192
420765	Iporã do Oeste	9045	1100	928	1372	1364	1200	1274	1022	511	274
420768	Ipuaçu	7579	1483	1281	1286	1012	882	715	476	299	145
420770	Ipumirim	7620	860	822	1147	1206	1063	1052	786	472	212
420775	Iraceminha	3938	429	403	556	518	519	599	456	303	155
420780	Irani	10498	1513	1324	1692	1684	1439	1265	907	469	205
420785	Irati	1909	198	180	289	297	251	293	206	140	55
420790	Irineópolis	11289	1781	1523	1811	1744	1553	1366	796	479	236
420800	Itá	6129	730	700	820	894	801	866	724	403	191
420810	Itaiópolis	21780	3583	3001	3462	3317	3006	2492	1618	878	423
420820	Itajaí	223112	31513	30558	37895	40180	31032	24579	16281	7545	3529
420830	Itapema	67338	8911	8104	10950	11210	9645	8803	6027	2716	972
420840	Itapiranga	17007	2184	1973	2834	2910	2321	2095	1525	778	387
420845	Itapoá	21177	2707	2154	2758	2647	2956	3279	2740	1434	502
420850	Ituporanga	25355	3478	3301	4191	4190	3309	3293	2007	1055	531
420860	Jaborá	3918	418	391	577	562	476	598	454	294	148
420870	Jacinto Machado	10376	1183	1187	1554	1630	1379	1491	1044	596	312
420880	Jaguaruna	20288	2528	2220	2876	3093	2703	2761	2351	1236	520
420890	Jaraguá do Sul	181173	24250	25686	30046	33567	26857	20201	12528	5511	2527
420895	Jardinópolis	1546	141	139	231	213	206	288	171	104	53
420900	Joaçaba	30404	3545	3573	4663	5198	4261	4017	2810	1537	800
420910	Joinville	597658	79471	77321	97469	102874	86403	72059	49154	22752	10155
420915	José Boiteux	5007	805	663	848	737	594	595	399	244	122
420917	Jupiá	2092	276	239	279	274	292	315	205	137	75
420920	Lacerdópolis	2247	220	234	282	298	303	354	256	185	115
420930	Lages	157349	21227	19937	24440	24874	21212	19449	14229	8098	3883
420940	Laguna	46122	5621	5058	6498	6724	6362	6533	5036	2952	1338
420945	Lajeado Grande	1418	131	126	213	199	180	225	188	104	52
420950	Laurentino	7063	870	854	1205	1139	952	992	630	289	132
420960	Lauro Muller	15313	2040	1989	2284	2623	2005	2042	1288	709	333
420970	Lebon Régis	12115	2156	1707	1968	1604	1631	1436	935	477	201
420980	Leoberto Leal	3000	373	332	430	468	428	440	301	145	83
420985	Lindóia do Sul	4546	488	455	578	655	595	667	551	376	181
420990	Lontras	12315	1879	1627	2016	2102	1639	1376	911	494	271
421000	Luiz Alves	13107	1952	2009	2212	2279	1684	1402	956	395	218
421003	Luzerna	5684	501	516	803	815	757	897	683	466	246
421005	Macieira	1766	226	203	288	271	240	248	167	89	34
421010	Mafra	56561	7663	7208	8601	8891	8306	7105	5020	2488	1279
421020	Major Gercino	3454	471	408	522	537	466	447	299	193	111
421030	Major Vieira	8156	1240	1040	1413	1211	1108	997	676	318	153
421040	Maracajá	7378	1071	971	1098	1255	914	870	733	314	152
421050	Maravilha	26116	3156	3049	4253	4430	3470	3459	2281	1350	668
421055	Marema	1750	136	142	276	226	235	298	236	129	72
421060	Massaranduba	17125	1997	2144	2691	2750	2436	2210	1506	894	497
421070	Matos Costa	2480	459	339	362	336	316	323	203	104	38
421080	Meleiro	7001	818	763	1051	1097	975	1018	663	399	217
421085	Mirim Doce	2283	285	228	342	301	319	340	227	165	76
421090	Modelo	4218	479	497	673	626	563	600	409	239	132
421100	Mondaí	11889	1300	1300	2001	2274	1702	1487	1032	531	262
421105	Monte Carlo	9906	1617	1425	1674	1289	1435	1096	770	410	190
421110	Monte Castelo	8269	1236	1086	1352	1202	1184	1025	671	335	178
421120	Morro da Fumaça	17947	2609	2417	2907	2972	2377	2236	1496	656	277
421125	Morro Grande	2888	346	328	448	472	344	424	298	157	71
421130	Navegantes	83626	13243	11606	14449	13547	11251	9591	5964	2835	1140
421140	Nova Erechim	5092	568	607	820	814	744	657	500	254	128
421145	Nova Itaberaba	4329	512	436	730	598	596	666	451	225	115
421150	Nova Trento	14782	1628	1745	2387	2610	1985	2005	1303	700	419
421160	Nova Veneza	15342	1817	1876	2531	2585	1995	2095	1339	731	373
421165	Novo Horizonte	2404	277	258	338	312	319	411	281	148	60
421170	Orleans	23038	2873	2800	3605	3800	3274	3101	2004	1053	528
421175	Otacílio Costa	18975	2927	2624	3116	2814	2634	2200	1490	816	354
421180	Ouro	7272	838	851	1031	1075	947	1072	776	443	239
421185	Ouro Verde	2207	297	268	352	331	292	305	190	106	66
421187	Paial	1474	158	132	218	185	191	234	192	107	57
421189	Painel	2356	324	281	327	306	351	304	257	139	67
421190	Palhoça	175272	24446	22465	30543	29956	25556	20607	13455	5869	2375
421200	Palma Sola	7372	1130	881	1242	1100	930	917	657	354	161
421205	Palmeira	2650	398	341	366	375	354	309	259	170	78
421210	Palmitos	16157	1781	1658	2356	2392	2217	2296	1851	1058	548
421220	Papanduva	19422	2889	2501	3289	3044	2575	2384	1594	742	404
421223	Paraíso	3360	362	301	458	414	447	553	444	247	134
421225	Passo de Torres	9048	1319	1156	1407	1274	1257	1294	810	383	148
421227	Passos Maia	4109	655	494	677	545	537	514	401	204	82
421230	Paulo Lopes	7569	985	905	1171	1173	1033	1001	695	401	205
421240	Pedras Grandes	3953	424	411	493	630	522	612	479	244	138
421250	Penha	33284	4649	4113	4907	4971	4733	4560	3129	1584	638
421260	Peritiba	2760	248	219	312	353	321	494	415	243	155
421265	Pescaria Brava	10159	1265	1199	1450	1530	1508	1520	930	542	215
421270	Petrolândia	5905	705	611	877	856	781	933	633	331	178
421290	Pinhalzinho	20712	2643	2826	3580	3719	2637	2524	1557	806	420
421300	Pinheiro Preto	3596	409	461	567	571	459	549	310	174	96
421310	Piratuba	3745	455	431	443	474	435	485	516	331	175
421315	Planalto Alegre	2888	285	270	445	432	341	448	391	182	94
421320	Pomerode	34010	4070	4215	5000	5914	5311	4344	2884	1495	777
421330	Ponte Alta	4650	708	631	703	673	641	525	428	235	106
421335	Ponte Alta do Norte	3420	565	477	602	505	429	384	261	129	68
421340	Ponte Serrada	11634	1820	1566	1948	1668	1536	1417	949	511	219
421350	Porto Belo	21932	2959	2761	3438	3431	3157	2993	1927	858	408
421360	Porto União	35543	5022	4673	5342	5380	4861	4457	3123	1742	943
421370	Pouso Redondo	17712	2743	2470	2723	2936	2422	1913	1370	786	349
421380	Praia Grande	7312	970	802	1119	1067	1008	932	760	452	202
421390	Presidente Castello Branco	1547	133	128	194	206	224	280	223	110	49
421400	Presidente Getúlio	17726	2314	2300	2789	2914	2407	2250	1466	856	430
421410	Presidente Nereu	2283	276	244	328	367	285	331	251	123	78
421415	Princesa	2937	383	339	513	460	399	369	261	149	64
421420	Quilombo	9829	1108	1059	1535	1494	1253	1423	1064	617	276
421430	Rancho Queimado	2887	344	276	449	432	464	425	273	156	68
421440	Rio das Antas	6202	880	770	958	900	807	789	600	338	160
421450	Rio do Campo	5902	838	690	870	929	819	841	511	289	115
421460	Rio do Oeste	7520	918	871	1085	1093	997	1022	773	506	255
421480	Rio do Sul	72006	9282	9151	11442	12714	10101	8579	5950	3200	1587
421470	Rio dos Cedros	11808	1455	1412	1693	1920	1683	1469	1115	687	374
421490	Rio Fortuna	4620	486	448	683	805	573	728	506	263	128
421500	Rio Negrinho	42495	6412	5869	6837	6432	6095	5288	3278	1560	724
421505	Rio Rufino	2483	362	282	411	344	318	360	235	123	48
421507	Riqueza	4561	569	491	712	601	604	622	481	336	145
421510	Rodeio	11600	1245	1257	1554	1829	1615	1659	1314	766	361
421520	Romelândia	4684	493	396	650	641	579	782	643	335	165
421530	Salete	7659	989	869	1192	1202	1016	1020	789	422	160
421535	Saltinho	3754	563	424	532	486	467	459	421	274	128
421540	Salto Veloso	4756	592	535	775	758	651	632	420	271	122
421545	Sangão	12905	2344	2071	2276	2148	1532	1242	779	348	165
421550	Santa Cecília	16918	2906	2424	2942	2537	2276	1854	1117	609	253
421555	Santa Helena	2200	235	201	299	338	285	357	264	150	71
421560	Santa Rosa de Lima	2147	225	201	349	337	286	330	230	130	59
421565	Santa Rosa do Sul	8378	1119	1015	1307	1219	1125	1185	822	404	182
421567	Santa Terezinha	8773	1158	1064	1508	1443	1312	1181	638	326	143
421568	Santa Terezinha do Progresso	2372	312	247	354	310	289	345	268	172	75
421569	Santiago do Sul	1235	139	128	165	171	143	212	152	88	37
421570	Santo Amaro da Imperatriz	23579	2823	2661	3825	3846	3489	3333	2019	1053	530
421580	São Bento do Sul	85421	12125	11264	13436	14101	12834	10262	6872	3137	1390
421575	São Bernardino	2287	293	237	340	266	321	330	281	163	56
421590	São Bonifácio	2814	285	268	338	409	408	433	347	206	120
421600	São Carlos	11369	1355	1258	1681	1953	1552	1551	1146	604	269
421605	São Cristovão do Sul	5598	788	722	966	891	877	666	416	201	71
421610	São Domingos	9434	1228	1098	1462	1443	1242	1242	969	496	254
421620	São Francisco do Sul	53746	7944	6807	8023	7938	7457	7001	4997	2498	1081
421630	São João Batista	38583	5728	6073	7322	7388	5148	3776	1862	879	407
421635	São João do Itaperiú	3759	536	490	648	569	500	455	309	164	88
421625	São João do Oeste	6402	572	492	967	972	878	982	857	467	215
421640	São João do Sul	7315	896	867	1137	1082	978	1089	687	403	176
421650	São Joaquim	27139	3930	3572	3937	4206	3597	3698	2382	1255	562
421660	São José	250181	30233	30491	39073	44971	37490	29883	22502	10940	4598
421670	São José do Cedro	13820	1620	1439	2017	2224	1796	2007	1455	832	430
421680	São José do Cerrito	8173	1038	879	1130	1032	1140	1243	930	500	281
421690	São Lourenço do Oeste	24291	3167	2999	3871	4024	3198	3061	2205	1199	567
421700	São Ludgero	13650	1883	1891	2366	2379	1861	1769	886	423	192
421710	São Martinho	3171	355	318	449	492	436	421	359	204	137
421715	São Miguel da Boa Vista	1807	197	160	265	239	226	303	208	143	66
421720	São Miguel do Oeste	40868	4666	4527	6296	7167	5516	5338	4078	2176	1104
421725	São Pedro de Alcântara	5935	336	441	965	1589	1042	711	398	270	183
421730	Saudades	9810	1151	1131	1581	1603	1308	1385	943	445	263
421740	Schroeder	21991	3397	3183	3717	3800	3214	2427	1319	627	307
421750	Seara	17576	2067	1959	2544	2801	2536	2502	1772	926	469
421755	Serra Alta	3256	350	313	528	481	404	530	343	196	111
421760	Siderópolis	14092	1624	1662	2123	2311	1819	1939	1536	709	369
421770	Sombrio	30733	4534	4141	5055	4797	4067	3762	2482	1272	623
421775	Sul Brasil	2423	270	233	356	330	353	341	303	167	70
421780	Taió	18486	2399	2269	2878	2920	2545	2344	1658	992	481
421790	Tangará	8662	1070	1018	1329	1350	1150	1184	775	513	273
421795	Tigrinhos	1619	158	142	239	213	205	264	230	103	65
421800	Tijucas	39155	5223	5159	6594	6749	5490	4686	3082	1456	716
421810	Timbé do Sul	5343	641	616	766	793	700	773	536	353	165
421820	Timbó	44977	5216	5418	6992	7802	6599	5737	4088	2085	1040
421825	Timbó Grande	7941	1565	1252	1430	1131	1064	805	412	200	82
421830	Três Barras	19366	3389	2788	3204	2853	2646	2047	1390	740	309
421835	Treviso	3966	415	408	597	668	587	592	391	201	107
421840	Treze de Maio	7093	819	772	1095	1169	958	1046	680	384	170
421850	Treze Tílias	7991	1138	1074	1279	1512	1092	840	578	329	149
421860	Trombudo Central	7434	987	905	1062	1228	997	965	673	406	211
421870	Tubarão	106422	12111	12077	15183	18621	14552	14701	10901	5748	2528
421875	Tunápolis	4525	524	442	634	660	603	674	534	307	147
421880	Turvo	12990	1585	1566	2008	2144	1740	1777	1159	660	351
421885	União do Oeste	2412	280	229	311	332	285	405	288	187	95
421890	Urubici	11273	1650	1439	1770	1688	1394	1550	980	542	260
421895	Urupema	2459	250	286	321	329	386	387	253	174	73
421900	Urussanga	21344	2193	2230	2930	3705	2850	3089	2432	1229	686
421910	Vargeão	3571	563	454	529	487	481	424	329	213	91
421915	Vargem	2432	318	270	326	348	373	375	230	142	50
421917	Vargem Bonita	4451	651	568	755	636	612	583	379	185	82
421920	Vidal Ramos	6329	924	808	1007	967	847	829	521	291	135
421930	Videira	53610	7237	7392	8829	8777	7226	6600	4214	2250	1085
421935	Vitor Meireles	4943	776	631	790	770	600	624	410	248	94
421940	Witmarsum	3998	547	450	680	642	578	506	345	168	82
421950	Xanxerê	51642	7006	6673	8388	8588	6949	6284	4371	2279	1104
421960	Xavantina	3903	421	400	500	579	545	566	519	251	122
421970	Xaxim	28983	3803	3597	4457	4750	3859	3795	2650	1444	628
421985	Zortéa	3398	473	450	480	501	518	394	321	186	75
430003	Aceguá	4942	675	630	763	697	684	631	457	271	134
430005	Água Santa	3743	503	440	577	548	458	504	410	204	99
430010	Agudo	16401	1721	1796	2377	2381	2274	2360	1845	1071	576
430020	Ajuricaba	6987	741	712	865	917	960	1095	840	518	339
430030	Alecrim	5827	493	398	672	597	754	1022	970	639	282
430040	Alegrete	73028	8697	8508	10245	10183	9306	10279	8215	4950	2645
430045	Alegria	3374	280	252	377	340	434	599	544	365	183
430047	Almirante Tamandaré do Sul	1949	207	175	254	263	231	312	273	165	69
430050	Alpestre	6067	623	528	764	772	805	992	855	487	241
430055	Alto Alegre	1613	151	158	190	217	197	271	222	136	71
430057	Alto Feliz	3036	265	303	452	412	464	500	312	191	137
430060	Alvorada	211352	33158	31240	37138	31378	27085	23506	16688	8039	3120
430063	Amaral Ferrador	7085	1073	1039	1025	977	983	866	627	323	172
430064	Ametista do Sul	7403	1030	877	1130	1014	1052	1030	718	376	176
430066	André da Rocha	1343	154	155	171	172	158	208	188	88	49
430070	Anta Gorda	5961	512	536	745	792	773	943	856	502	302
430080	Antônio Prado	13045	1154	1324	1828	1814	1630	2205	1584	1007	499
430085	Arambaré	3562	385	363	471	403	473	565	473	294	135
430087	Araricá	5771	796	721	960	808	778	865	500	244	99
430090	Aratiba	6189	442	484	822	825	779	1047	924	577	289
430100	Arroio do Meio	20967	2096	2267	3082	3310	2846	3103	2376	1232	655
430107	Arroio do Padre	2951	325	332	407	421	447	318	332	243	126
430105	Arroio do Sal	10279	1246	1128	1324	1206	1242	1717	1348	741	327
430120	Arroio do Tigre	13413	1676	1658	2048	2055	1826	1738	1361	724	327
430110	Arroio dos Ratos	14177	1851	1695	2138	2036	1879	1841	1490	815	432
430130	Arroio Grande	18238	2309	2295	2706	2490	2291	2456	1913	1174	604
430140	Arvorezinha	10423	1170	1144	1542	1491	1376	1405	1222	723	350
430150	Augusto Pestana	6602	567	570	792	834	853	1065	892	656	373
430155	Áurea	3535	330	310	445	441	516	555	444	314	180
430160	Bagé	121335	15455	15894	18558	18058	15324	15350	11864	7016	3816
430163	Balneário Pinhal	14363	1845	1547	1842	1472	1671	2216	2045	1271	454
430165	Barão	6202	619	689	921	1028	866	876	606	397	200
430170	Barão de Cotegipe	6620	644	701	984	919	834	1031	777	468	262
430175	Barão do Triunfo	7519	1116	1029	1241	1071	1045	936	641	310	130
430185	Barra do Guarita	3257	478	406	491	467	422	425	312	173	83
430187	Barra do Quaraí	4227	693	595	699	589	523	487	374	191	76
430190	Barra do Ribeiro	13556	1770	1732	2018	1836	1690	1829	1394	847	440
430192	Barra do Rio Azul	1655	128	122	192	210	224	264	288	155	72
430195	Barra Funda	2551	250	258	369	346	339	409	315	188	77
430180	Barracão	5256	604	532	768	759	692	736	623	358	184
430200	Barros Cassal	11182	1660	1443	1684	1448	1446	1466	1119	632	284
430205	Benjamin Constant do Sul	1958	277	271	360	247	213	266	154	111	59
430210	Bento Gonçalves	121803	12770	14849	18494	20675	16989	15854	12319	6648	3205
430215	Boa Vista das Missões	2092	253	237	357	276	252	310	230	115	62
430220	Boa Vista do Buricá	6712	598	623	906	981	898	1110	861	511	224
430222	Boa Vista do Cadeado	2468	254	284	353	337	328	358	297	170	87
430223	Boa Vista do Incra	2616	314	305	373	391	376	344	282	160	71
430225	Boa Vista do Sul	2778	184	220	309	359	381	501	377	296	151
430230	Bom Jesus	11309	1633	1471	1742	1464	1398	1368	1137	733	363
430235	Bom Princípio	14255	1550	1818	2310	2458	1924	1970	1333	603	289
430237	Bom Progresso	1899	195	173	278	239	246	298	269	131	70
430240	Bom Retiro do Sul	12390	1489	1509	1862	1942	1614	1684	1301	654	335
430245	Boqueirão do Leão	7702	1125	1015	1283	1170	992	937	657	355	168
430250	Bossoroca	6205	708	633	808	756	804	961	849	485	201
430258	Bozano	2111	215	209	225	248	280	287	312	212	123
430260	Braga	3311	433	385	463	412	444	453	389	226	106
430265	Brochier	5104	485	543	679	706	635	745	676	390	245
430270	Butiá	20952	2946	2792	3265	3067	2524	2722	2101	1017	518
430280	Caçapava do Sul	33548	3710	3725	4565	4548	4132	4881	4190	2473	1324
430290	Cacequi	12423	1591	1478	1783	1728	1526	1789	1369	761	398
430300	Cachoeira do Sul	81869	9561	9724	10653	11643	10189	11539	9596	5767	3197
430310	Cachoeirinha	131240	16916	17214	21283	20837	17990	16207	11992	6151	2650
430320	Cacique Doble	5074	659	604	754	647	617	704	555	358	176
430330	Caibaté	4823	459	437	624	619	637	776	663	396	212
430340	Caiçara	4700	434	444	640	601	564	744	702	387	184
430350	Camaquã	66478	8096	8355	10155	9811	9051	9047	6373	3675	1915
430355	Camargo	2742	270	292	382	393	325	434	320	209	117
430360	Cambará do Sul	6406	872	836	946	920	850	835	634	358	155
430367	Campestre da Serra	3395	400	348	482	400	481	562	376	240	106
430370	Campina das Missões	5398	407	415	605	676	704	934	946	487	224
430380	Campinas do Sul	5438	463	514	694	727	609	890	794	490	257
430390	Campo Bom	67246	8134	8681	10746	10950	9391	9060	6255	2772	1257
430400	Campo Novo	4376	467	422	651	554	582	651	571	318	160
430410	Campos Borges	3295	326	332	415	424	469	458	468	280	123
430420	Candelária	31421	3842	3871	4590	4433	4349	4138	3161	1969	1068
430430	Cândido Godói	6151	578	544	758	765	817	1062	899	485	243
430435	Candiota	9647	1458	1411	1705	1497	1108	1149	828	356	135
430440	Canela	45488	6554	6540	7603	6824	6029	5586	3697	1823	832
430450	Canguçu	56211	6708	6958	8045	7897	7583	7555	5859	3661	1945
430460	Canoas	348208	47760	47380	54414	54808	46474	40776	32355	16730	7511
430461	Canudos do Vale	1703	136	129	205	249	257	277	242	140	68
430462	Capão Bonito do Sul	1641	176	182	245	225	220	231	176	119	67
430463	Capão da Canoa	54051	7913	7353	8801	7904	6954	6668	5023	2450	985
430465	Capão do Cipó	3699	520	469	590	554	491	538	302	177	58
430466	Capão do Leão	25409	3824	3617	3998	3675	3139	3008	2447	1172	529
430468	Capela de Santana	12064	1661	1625	1910	1642	1592	1651	1163	562	258
430469	Capitão	2763	365	339	383	370	362	349	315	180	100
430467	Capivari do Sul	4728	644	616	756	669	580	692	434	226	111
430471	Caraá	8350	1027	902	1061	1074	1062	1258	1013	631	322
430470	Carazinho	62265	7525	7638	9227	9483	8124	8027	6666	3676	1899
430480	Carlos Barbosa	30241	3102	3543	4524	5088	4376	4190	3091	1553	774
430485	Carlos Gomes	1351	99	115	187	181	195	233	169	119	53
430490	Casca	9051	824	889	1224	1432	1156	1308	1229	669	320
430495	Caseiros	3216	386	334	451	400	430	511	369	239	96
430500	Catuípe	8701	838	855	1037	1125	1108	1356	1203	759	420
430510	Caxias do Sul	517467	64983	70076	83073	87867	70797	60576	46408	23016	10671
430511	Centenário	2877	250	250	346	382	400	434	396	265	154
430512	Cerrito	6047	693	665	778	722	838	909	709	481	252
430513	Cerro Branco	4706	470	510	627	629	635	704	577	358	196
430515	Cerro Grande	2296	269	225	326	285	266	374	297	176	78
430517	Cerro Grande do Sul	12413	1983	1919	2061	1870	1634	1366	917	449	214
430520	Cerro Largo	14189	1566	1600	2014	2168	1831	2007	1569	898	536
430530	Chapada	9239	831	872	1202	1339	1186	1532	1192	706	379
430535	Charqueadas	41258	4885	5858	6633	7146	5837	4700	3537	1901	761
430537	Charrua	3252	447	442	517	425	386	394	329	205	107
430540	Chiapetta	3719	436	400	493	454	481	586	457	284	128
430543	Chuí	6770	1051	931	1044	826	888	838	631	385	176
430544	Chuvisca	5480	818	818	818	832	760	688	430	213	103
430545	Cidreira	16583	1939	1749	2190	1718	1931	2666	2412	1399	579
430550	Ciríaco	4719	469	452	672	689	592	658	590	414	183
430558	Colinas	2435	208	218	264	338	317	350	332	242	166
430560	Colorado	3130	265	285	356	403	388	539	428	306	160
430570	Condor	6759	907	866	929	941	851	883	739	429	214
430580	Constantina	9907	1173	1125	1360	1464	1240	1395	1108	685	357
430583	Coqueiro Baixo	1495	86	86	175	171	184	251	242	193	107
430585	Coqueiros do Sul	2286	206	197	295	253	317	367	340	189	122
430587	Coronel Barros	2520	227	261	292	306	357	366	336	243	132
430590	Coronel Bicaco	7268	955	815	1008	945	986	1061	805	475	218
430593	Coronel Pilar	1614	117	141	170	186	183	269	263	176	109
430595	Cotiporã	3838	232	292	479	537	452	666	570	346	264
430597	Coxilha	2743	347	324	408	416	362	395	283	145	63
430600	Crissiumal	13357	1395	1316	1780	1731	1702	1952	1722	1192	567
430605	Cristal	8067	1110	1033	1265	1071	1000	1116	768	482	222
430607	Cristal do Sul	2844	366	324	373	374	365	404	308	228	102
430610	Cruz Alta	59922	7624	7407	8578	8716	7862	7774	6397	3656	1908
430613	Cruzaltense	1799	156	155	239	237	213	342	226	145	86
430620	Cruzeiro do Sul	12402	1271	1340	1794	1749	1713	1800	1445	870	420
430630	David Canabarro	4736	489	474	708	616	633	735	619	324	138
430632	Derrubadas	2761	320	291	404	321	370	409	352	197	97
430635	Dezesseis de Novembro	2378	211	184	313	258	328	371	345	236	132
430637	Dilermando de Aguiar	3003	368	287	378	378	394	451	385	243	119
430640	Dois Irmãos	33119	3692	4438	5058	5792	5028	4564	2767	1243	537
430642	Dois Irmãos das Missões	2008	279	210	285	286	260	281	211	135	61
430645	Dois Lajeados	3405	277	295	381	480	487	567	445	308	165
430650	Dom Feliciano	15487	2229	2153	2463	2183	2086	1998	1260	721	394
430660	Dom Pedrito	38339	4690	4683	5585	5290	4915	5235	4027	2455	1459
430655	Dom Pedro de Alcântara	2527	194	237	329	331	341	433	334	220	108
430670	Dona Francisca	2999	328	298	435	379	369	447	395	211	137
430673	Doutor Maurício Cardoso	4462	343	373	538	492	576	782	677	436	245
430675	Doutor Ricardo	1975	173	179	287	261	253	306	248	175	93
430676	Eldorado do Sul	41902	6416	5971	7272	6288	5428	4740	3451	1686	650
430680	Encantado	22880	2400	2519	3289	3479	3066	3151	2604	1543	829
430690	Encruzilhada do Sul	25960	3339	3276	3929	3371	3328	3528	2663	1638	888
430692	Engenho Velho	982	152	138	158	149	105	110	96	48	26
430695	Entre Rios do Sul	2758	310	257	369	292	319	442	357	270	142
430693	Entre-Ijuís	8411	968	841	1051	1035	1110	1273	1145	656	332
430697	Erebango	2987	359	360	485	392	374	416	309	194	98
430700	Erechim	106633	12085	13137	16038	17276	15118	13700	10460	5713	3106
430705	Ernestina	3170	374	358	426	448	420	467	382	198	97
430720	Erval Grande	4819	512	478	638	647	608	730	591	400	215
430730	Erval Seco	6802	887	769	915	901	862	955	831	455	227
430740	Esmeralda	3287	385	401	476	451	423	442	358	224	127
430745	Esperança do Sul	2885	301	227	334	352	342	500	431	269	129
430750	Espumoso	15591	1803	1895	2111	2300	2005	2093	1781	1052	551
430755	Estação	5940	619	661	843	844	803	870	682	398	220
430760	Estância Velha	50672	6284	6561	8478	8178	6927	6848	4479	2072	845
430770	Esteio	83279	10395	11024	12487	12922	10753	10229	8796	4684	1989
430780	Estrela	34399	3870	4123	5050	5764	4535	4441	3642	1885	1089
430781	Estrela Velha	3650	445	451	528	549	539	485	385	194	74
430783	Eugênio de Castro	2352	204	203	278	252	313	399	361	227	115
430786	Fagundes Varela	2741	256	285	327	357	389	412	376	209	130
430790	Farroupilha	73061	8366	9166	11755	12174	10085	9966	6743	3237	1569
430800	Faxinal do Soturno	6663	684	709	891	972	881	932	800	505	289
430805	Faxinalzinho	2284	241	230	343	269	301	363	262	197	78
430807	Fazenda Vilanova	4608	713	630	708	626	614	550	420	245	102
430810	Feliz	13640	1304	1508	2042	2375	1821	1997	1447	749	397
430820	Flores da Cunha	31047	3306	3783	4494	5107	4170	4406	3326	1685	770
430825	Floriano Peixoto	1737	122	123	225	210	235	299	276	173	74
430830	Fontoura Xavier	10241	1362	1195	1524	1404	1425	1367	1071	620	273
430840	Formigueiro	6616	680	671	815	807	795	993	943	581	331
430843	Forquetinha	2400	161	168	263	302	339	390	405	243	129
430845	Fortaleza dos Valos	4285	431	454	656	542	578	694	495	297	138
430850	Frederico Westphalen	31498	3743	3903	4921	5074	3961	3982	3213	1830	871
